aso,brand,capacity,color,fuel_type,horse_power,is_used,mileage,no_accidents,number_of_doors,origin_country,price,transmission,type,year
None,Renault,999,Szary,Benzyna+LPG,100,False,1,True,5,Polska,84520,Manualna,None,2023
True,Audi,1968,Czarny,Diesel,190,True,176364,True,5,Szwecja,77000,Manualna,None,2014
True,Jeep,6417,Czarny,Benzyna,468,True,148000,True,5,Polska,144900,Automatyczna,None,2014
True,Land Rover,1999,Inny kolor,Benzyna,300,True,14000,True,5,Polska,299455,Automatyczna,None,2022
True,Kia,1685,Brązowy,Diesel,115,True,210000,True,5,None,42999,Manualna,None,2013
True,Toyota,2393,Biały,Diesel,150,True,151784,None,4,Polska,114900,Manualna,None,2019
None,Mercedes-Benz,2148,Srebrny,Diesel,170,True,293300,None,5,Belgia,24900,Automatyczna,None,2007
None,Cupra,1498,Biały,Benzyna,150,False,5,True,5,None,167200,Automatyczna,None,2023
True,Dacia,898,Biały,Benzyna,90,True,73142,True,5,Polska,43500,Manualna,None,2019
True,Opel,1364,Brązowy,Benzyna,120,True,150000,True,5,Niemcy,48999,Manualna,None,2016
True,BMW,1995,Czarny,Diesel,143,True,306000,True,4,Niemcy,43900,Automatyczna,None,2012
True,BMW,2993,Szary,Benzyna,510,False,20,True,2,None,509900,Automatyczna,None,2023
True,Honda,1997,Inny kolor,Benzyna,150,True,177900,True,5,Polska,65900,Manualna,None,2013
True,Fiat,1242,Niebieski,Benzyna,60,True,198000,True,5,Holandia,9900,Manualna,None,2004
None,BMW,1995,Czarny,Benzyna,143,True,237190,None,3,Niemcy,28500,Automatyczna,None,2002
True,Skoda,1422,Biały,Diesel,90,True,271000,True,5,Polska,21700,Manualna,None,2018
True,Renault,1598,Srebrny,Diesel,125,True,126900,True,4,Polska,89000,Manualna,None,2018
None,Mercedes-Benz,1332,Biały,Hybryda,163,False,4,True,5,Polska,229800,Automatyczna,None,2023
None,Mercedes-Benz,3982,Czerwony,Benzyna,585,True,14,True,2,Polska,949900,Automatyczna,None,2023
True,Toyota,1998,Czarny,Diesel,124,True,148000,True,5,Niemcy,38900,Manualna,None,2013
None,Seat,1498,Szary,Benzyna,150,False,5,True,5,Polska,147200,Automatyczna,None,2023
None,Mercedes-Benz,None,Czarny,Elektryczny,360,False,1,True,5,Polska,524096,Automatyczna,None,2022
None,Renault,898,Biały,Benzyna,90,True,57000,None,5,None,42900,Manualna,None,2015
None,Tesla,None,Szary,Elektryczny,372,True,49000,None,4,None,89900,Automatyczna,None,2023
None,Mercedes-Benz,3982,Biały,Benzyna,476,False,1,True,2,None,787670,Automatyczna,None,2023
True,Chevrolet,1796,Czarny,Benzyna,141,True,178432,True,5,Niemcy,23900,Manualna,None,2012
None,Toyota,1598,Czerwony,Benzyna,132,True,85900,None,4,None,56900,Automatyczna,None,2018
None,Seat,1498,Srebrny,Benzyna,150,False,5,True,5,Polska,130800,Manualna,None,2023
True,Hyundai,1995,Inny kolor,Diesel,136,True,84592,True,5,Polska,91500,Manualna,None,2018
None,Mercedes-Benz,1993,Srebrny,Diesel,197,False,1,True,5,Polska,294700,Automatyczna,None,2023
None,Mercedes-Benz,None,Czarny,Elektryczny,228,False,1,True,5,Polska,279622,Automatyczna,None,2023
True,Volvo,1477,Biały,Benzyna,163,True,67550,True,5,Polska,127900,Automatyczna,None,2020
None,Mercedes-Benz,1993,Szary,Diesel,197,False,1,True,5,Polska,294700,Automatyczna,None,2023
True,Ford,1499,Szary,Diesel,120,True,148000,True,5,Niemcy,78800,Automatyczna,None,2017
None,Toyota,1598,Biały,Benzyna+LPG,132,True,185420,None,5,Polska,48900,Manualna,None,2016
None,Mercedes-Benz,3498,Srebrny,Benzyna,306,True,107000,None,5,None,94500,Automatyczna,None,2015
None,Renault,1332,Szary,Benzyna,140,False,10,True,5,None,124700,Manualna,None,2023
None,Chrysler,3605,Biały,Hybryda,291,True,5240,None,5,Stany Zjednoczone,221000,Automatyczna,None,2023
True,BMW,1995,Szary,Diesel,150,True,125000,True,5,Belgia,86999,Automatyczna,None,2017
None,Mercedes-Benz,1332,Czerwony,Benzyna,163,False,1,True,4,Polska,198753,Automatyczna,None,2023
True,Volvo,1969,Szary,Diesel,235,True,127750,True,4,Polska,134900,Automatyczna,None,2017
True,Audi,3956,Zielony,Diesel,435,True,149400,True,5,Polska,252150,Automatyczna,None,2018
True,Kia,1995,Szary,Diesel,136,True,135000,True,5,Luksemburg,70990,Manualna,None,2017
None,Mercedes-Benz,None,Czarny,Elektryczny,523,False,1,True,5,Polska,657401,Automatyczna,None,2023
None,Renault,1332,Niebieski,Benzyna,140,False,10,True,5,None,124900,Manualna,None,2023
True,Audi,3956,Biały,Diesel,435,True,193000,True,5,Polska,236500,Automatyczna,None,2016
None,Mercedes-Benz,1332,Czarny,Benzyna,163,False,1,True,5,Polska,227680,Automatyczna,None,2023
None,Mercedes-Benz,1332,Szary,Benzyna,163,False,1,True,4,Polska,194453,Automatyczna,None,2023
None,Opel,2171,Złoty,Diesel,125,True,300000,None,5,None,7000,Manualna,None,2004
True,Skoda,1968,Czarny,Diesel,150,True,349000,True,5,Polska,27900,Manualna,None,2014
None,Mercedes-Benz,None,Biały,Elektryczny,292,False,1,True,5,None,250468,Automatyczna,None,2023
True,Jeep,2987,Czarny,Diesel,250,True,100000,True,5,Polska,139900,Automatyczna,None,2018
None,Subaru,1498,Srebrny,Benzyna,105,True,139517,None,5,None,12900,Manualna,None,2007
None,Hyundai,1120,Biały,Diesel,75,True,158884,None,5,None,22900,Manualna,None,2015
None,Mercedes-Benz,1991,Biały,Benzyna,381,False,1,True,2,Polska,617334,Automatyczna,None,2023
None,Audi,1984,Czarny,Benzyna,265,True,42528,None,5,None,62000,Automatyczna,None,2019
None,Skoda,1984,Żółty,Benzyna,280,False,4,True,5,Polska,248390,Automatyczna,None,2023
None,Volkswagen,1968,Szary,Diesel,140,True,258000,True,5,None,29900,Manualna,None,2011
True,Fiat,1248,Biały,Diesel,95,True,207000,True,3,Polska,17500,Manualna,None,2010
True,Mercedes-Benz,1991,Szary,Benzyna,245,True,136000,True,4,None,105000,Automatyczna,None,2016
None,Ford,1997,Biały,Diesel,140,True,198000,None,5,None,18700,Manualna,None,2009
None,BMW,1998,Srebrny,Benzyna,252,True,54366,None,5,None,60000,Automatyczna,None,2019
None,Ford,1560,Biały,Diesel,109,True,280522,None,5,None,9225,Manualna,None,2008
None,Hyundai,1591,Czarny,Benzyna+LPG,122,True,272000,None,5,None,16200,Manualna,None,2007
True,Audi,1968,Szary,Diesel,204,True,54226,True,5,Polska,179900,Automatyczna,None,2020
None,Peugeot,1398,Srebrny,Diesel,68,True,61000,True,5,Niemcy,29900,Automatyczna,None,2013
True,Ford,1560,Czarny,Diesel,95,True,172000,True,5,Niemcy,33300,Manualna,None,2013
True,BMW,2993,Biały,Diesel,340,True,50125,True,5,Polska,399000,Automatyczna,None,2021
None,Skoda,1984,Srebrny,Benzyna,150,True,272000,True,5,Niemcy,6500,Manualna,None,2005
None,Cupra,1498,Biały,Benzyna,150,False,None,True,5,Polska,159834,Automatyczna,None,2024
True,Ford,1997,Czarny,Diesel,150,True,171000,True,5,None,86700,Manualna,None,2018
True,Mazda,1998,Bordowy,Benzyna,165,True,67000,True,5,Polska,65000,Automatyczna,None,2013
None,Skoda,999,Szary,Benzyna,110,True,2500,None,5,None,99000,Automatyczna,None,2023
None,Seat,1498,Niebieski,Benzyna,150,False,5,True,5,Polska,140000,Automatyczna,None,2023
True,Mercedes-Benz,1397,Czarny,Benzyna,82,True,130000,True,5,Niemcy,4700,Manualna,None,2003
None,Volkswagen,999,Czerwony,Benzyna,60,True,48000,True,5,Niemcy,31499,Manualna,None,2016
None,Volvo,1969,Czarny,Benzyna,254,True,97785,None,5,None,74000,Automatyczna,None,2018
None,Opel,1364,Srebrny,Benzyna,140,True,139800,True,5,Niemcy,24400,Manualna,None,2010
None,BMW,1995,Szary,Diesel,143,True,204000,None,4,None,29600,Automatyczna,None,2011
None,BMW,1998,Biały,Benzyna,231,True,87617,None,5,Stany Zjednoczone,82900,Automatyczna,None,2017
None,Volkswagen,1968,Błękitny,Diesel,110,True,299000,None,3,None,17800,Manualna,None,2009
True,Jeep,1368,Czarny,Benzyna,140,True,141000,True,5,None,55900,Manualna,None,2016
None,Seat,1968,Szary,Diesel,150,False,10,True,5,Polska,162373,Automatyczna,None,2023
None,Chrysler,3605,Błękitny,Benzyna,291,True,162083,None,5,None,51999,Automatyczna,None,2020
None,Chevrolet,1598,Niebieski,Benzyna,115,True,135000,None,5,None,19600,Manualna,None,2012
None,Mercedes-Benz,3982,Czarny,Benzyna,612,True,52000,None,4,None,535000,Automatyczna,None,2018
None,BMW,1995,Czarny,Diesel,143,True,208254,None,5,None,18900,Manualna,None,2007
None,BMW,4395,Szary,Hybryda,585,False,5000,True,5,None,899999,Automatyczna,None,2023
None,BMW,2993,Złoty,Diesel,231,True,248000,None,2,Szwajcaria,36000,Automatyczna,None,2007
True,Renault,1995,Biały,Diesel,114,True,329000,True,4,Polska,31900,Manualna,None,2009
None,Audi,3996,Czarny,Benzyna,571,False,10,True,4,None,679862,Automatyczna,None,2023
True,Renault,1998,Czerwony,Benzyna,136,True,219000,True,5,None,7900,Automatyczna,None,2003
True,Hyundai,2000,Biały,Benzyna+LPG,177,True,132253,True,5,Niemcy,43900,Manualna,None,2012
None,Mercedes-Benz,2298,Zielony,Diesel,190,True,99900,None,4,Polska,249000,Automatyczna,None,2017
True,Kia,1591,Biały,Benzyna,136,True,181000,True,5,Holandia,57900,Manualna,None,2014
None,Ford,1997,Srebrny,Diesel,140,True,243249,None,5,None,13900,Manualna,None,2008
None,MINI,1995,Biały,Diesel,150,False,10,True,5,Polska,159900,Automatyczna,None,2023
None,Lexus,3456,Czerwony,Benzyna,300,True,76942,None,4,None,59999,Automatyczna,None,2015
True,Audi,2995,Fioletowy,Benzyna,354,True,47800,None,5,Kanada,195900,Automatyczna,None,2018
None,Skoda,1198,Biały,Benzyna,70,True,92000,None,5,None,22000,Manualna,None,2014
True,Nissan,999,Czerwony,Benzyna,114,False,10,True,5,Polska,102170,Manualna,None,2023
True,Citroën,2499,Błękitny,Benzyna,137,True,56000,True,5,None,86100,Automatyczna,None,1986
True,Peugeot,1598,Biały,Benzyna,180,True,44700,True,5,Polska,109900,Automatyczna,None,2018
None,Audi,None,Szary,Elektryczny,476,False,10,True,4,Polska,462975,Automatyczna,None,2023
None,Ford,1997,Czarny,Diesel,238,True,113378,None,5,None,64999,Automatyczna,None,2020
None,Audi,None,Czarny,Elektryczny,408,False,10,True,5,None,390600,Automatyczna,None,2023
True,Jeep,1368,Zielony,Benzyna,140,True,85000,True,5,Polska,49900,Manualna,None,2017
None,Saab,2290,Czarny,Benzyna,200,True,33900,None,5,None,64000,Manualna,None,1991
None,Land Rover,1997,Inny kolor,Benzyna,200,True,8900,True,5,Polska,243540,Automatyczna,None,2022
True,Peugeot,1199,Niebieski,Benzyna,130,True,16269,True,5,Polska,119990,Automatyczna,None,2022
None,Audi,2995,Szary,Benzyna,340,True,19200,None,5,Stany Zjednoczone,288000,Automatyczna,None,2021
True,Mercedes-Benz,1332,Biały,Benzyna,163,True,63005,None,5,Belgia,115900,Manualna,None,2020
True,Peugeot,1199,Czerwony,Benzyna,82,True,180000,None,5,Francja,27995,Manualna,None,2016
None,Opel,1598,Czarny,Diesel,136,True,211000,None,5,None,37900,Manualna,None,2016
True,Honda,1498,Szary,Benzyna,130,True,61800,True,5,None,82990,Manualna,None,2019
None,Skoda,999,Czarny,Benzyna,110,False,None,True,5,Polska,107250,Automatyczna,None,2023
True,Alfa Romeo,2492,Bordowy,Benzyna,192,True,100000,True,4,Japonia,32000,Automatyczna,None,2001
None,Audi,2967,Szary,Diesel,286,False,10,True,5,Polska,419670,Automatyczna,None,2023
None,Mercedes-Benz,2987,Czarny,Diesel,231,True,196500,True,5,Polska,75000,Automatyczna,None,2010
None,Volkswagen,1896,Biały,Diesel,105,True,214000,None,3,Belgia,17500,Manualna,None,2008
None,Hyundai,1598,Szary,Benzyna,198,False,5,True,5,Polska,142560,Automatyczna,None,2023
True,Porsche,4806,Granatowy,Benzyna,400,True,78500,True,5,Japonia,145000,Automatyczna,None,2011
None,BMW,3000,Szary,Benzyna,340,True,47525,None,5,None,176500,Automatyczna,None,2018
True,Alfa Romeo,1995,Biały,Benzyna,280,True,111617,None,5,Polska,51700,Automatyczna,None,2018
None,BMW,1995,Srebrny,Diesel,150,True,275000,True,5,Niemcy,15000,Manualna,None,2006
True,Toyota,1987,Granatowy,Hybryda,152,True,10500,None,5,Polska,38900,Automatyczna,None,2022
None,Toyota,998,Inny kolor,Benzyna,68,True,206000,None,5,None,9900,Manualna,None,2007
True,BMW,2979,Błękitny,Benzyna,231,True,140000,True,2,Japonia,82000,Automatyczna,None,2001
True,Volkswagen,2461,Srebrny,Diesel,174,True,295000,True,4,Niemcy,56500,Manualna,None,2007
None,BMW,1997,Czarny,Benzyna,184,True,77000,True,2,None,145000,Automatyczna,None,2015
None,Toyota,1800,Biały,Hybryda,122,True,30900,None,5,None,99900,Automatyczna,None,2022
None,Mercedes-Benz,6208,Biały,Benzyna,514,True,100050,True,4,Japonia,135000,Automatyczna,None,2009
None,Opel,1364,Niebieski,Benzyna,100,True,33125,None,5,None,38800,Manualna,None,2017
True,Audi,4163,Biały,Benzyna,350,True,140000,True,4,Japonia,61500,Automatyczna,None,2007
None,Smart,1332,Srebrny,Benzyna,95,True,235903,None,5,None,8500,Manualna,None,2004
True,BMW,1995,Biały,Diesel,150,True,41400,True,5,Polska,144900,Automatyczna,None,2020
None,Porsche,2981,Srebrny,Benzyna,450,True,57000,None,2,None,650000,Automatyczna,None,2019
None,Mercedes-Benz,1991,Brązowy,Benzyna,211,True,156588,True,5,Niemcy,62900,Automatyczna,None,2013
None,Toyota,998,Pomarańczowy,Benzyna+LPG,69,True,152590,True,5,Polska,37500,Manualna,None,2015
None,Mercedes-Benz,1332,Szary,Hybryda,163,False,4,True,5,Polska,229800,Automatyczna,None,2022
None,Ford,1997,Szary,Diesel,140,True,270000,True,5,Niemcy,21700,Manualna,None,2009
None,Suzuki,1197,Czerwony,Benzyna,83,True,8000,True,5,Francja,67000,Manualna,None,2021
None,Skoda,999,Niebieski,Benzyna,80,False,4,True,5,Polska,75050,Manualna,None,2023
True,BMW,1995,Czarny,Diesel,163,True,386000,None,5,Belgia,37000,Manualna,None,2011
True,Porsche,2967,Czarny,Diesel,262,True,160000,None,5,Polska,166000,Automatyczna,None,2016
None,Audi,1498,Czarny,Benzyna,150,False,1,True,5,Polska,176000,Automatyczna,None,2023
None,Honda,1396,Czarny,Benzyna,90,True,206000,None,3,None,4900,Manualna,None,2004
None,BMW,1998,Czarny,Benzyna,156,False,1,True,4,Polska,209000,Automatyczna,None,2023
None,Peugeot,1997,Niebieski,Hybryda,163,True,105561,None,5,None,44600,Automatyczna,None,2012
None,Mercedes-Benz,1991,Biały,Benzyna,421,False,1,True,5,Polska,271300,Automatyczna,None,2023
None,Volkswagen,999,Szary,Benzyna,110,False,1,True,5,Polska,117400,Manualna,None,2023
None,Mercedes-Benz,1332,Biały,Benzyna,163,False,1,True,5,Polska,212300,Automatyczna,None,2023
None,Seat,1598,Czarny,Diesel,105,True,194500,None,5,Wielka Brytania,11500,Manualna,None,2013
True,Volkswagen,1197,Granatowy,Benzyna,110,True,86998,True,5,None,45500,Manualna,None,2014
None,Honda,1798,Szary,Benzyna,142,True,154770,None,5,Niemcy,49900,Manualna,None,2014
True,Mercedes-Benz,1991,Czarny,Benzyna,306,True,93150,True,5,Polska,199000,Automatyczna,None,2019
True,BMW,1995,Granatowy,Diesel,190,True,147900,True,5,Polska,113900,Automatyczna,None,2017
None,Honda,2354,Inny kolor,Benzyna+LPG,190,True,281812,True,5,Niemcy,24000,Automatyczna,None,2007
None,Nissan,1461,Beżowy,Diesel,86,True,153000,None,5,None,14760,Manualna,None,2009
None,Audi,1968,Biały,Diesel,204,True,37700,None,5,None,167157,Automatyczna,None,2022
None,Mercedes-Benz,2148,Bordowy,Diesel,143,True,311000,None,4,None,9700,Automatyczna,None,2002
None,Mercedes-Benz,1993,Czarny,Diesel,269,False,1,True,5,Polska,382500,Automatyczna,None,2023
None,Nissan,1240,Czarny,Benzyna,65,True,187314,None,5,None,3300,Manualna,None,2005
None,Jeep,2987,Inny kolor,Diesel,241,True,210000,None,5,None,61500,Automatyczna,None,2012
True,Skoda,1498,Szary,Benzyna,150,True,27300,True,5,Polska,84900,Manualna,None,2020
None,Subaru,2457,Srebrny,Benzyna,280,True,139500,True,4,Polska,62500,Manualna,None,2006
True,Hyundai,1598,Srebrny,Diesel,136,True,24000,None,5,Niemcy,40999,Automatyczna,None,2020
True,Opel,1199,Błękitny,Benzyna,110,True,82560,True,5,Polska,56500,Manualna,None,2017
None,Volkswagen,1798,Brązowy,Benzyna,160,True,160000,None,5,None,7900,Manualna,None,2010
None,BMW,2993,Szary,Diesel,286,False,1,True,5,Polska,421600,Automatyczna,None,2023
True,Volvo,1969,Biały,Diesel,150,True,218400,True,5,None,64450,Manualna,None,2015
True,Porsche,2981,Czarny,Benzyna,385,True,3616,True,2,Polska,719000,Automatyczna,None,2023
None,Seat,1498,Szary,Benzyna,150,False,10,True,5,None,135235,Automatyczna,None,2023
None,Fiat,899,Niebieski,Benzyna,41,True,74100,None,3,None,3900,Manualna,None,2002
True,Opel,1956,Czarny,Diesel,170,True,238500,True,5,Polska,41300,Manualna,None,2017
None,Mercedes-Benz,1993,Czarny,Diesel,163,False,1,True,4,Polska,227700,Automatyczna,None,2023
None,BMW,4395,Czarny,Hybryda,653,False,1,True,5,Polska,929600,Automatyczna,None,2023
None,BMW,1499,Niebieski,Benzyna,136,True,5015,True,5,Polska,155000,Automatyczna,None,2023
None,Ford,1560,Inny kolor,Diesel,90,True,87000,None,5,None,18900,Manualna,None,2009
None,Audi,1984,Niebieski,Benzyna,204,False,1,True,5,Polska,267800,Automatyczna,None,2023
True,Toyota,1800,Inny kolor,Hybryda,122,True,55500,True,5,Polska,109000,Automatyczna,None,2019
None,Peugeot,1199,Szary,Benzyna,130,True,68000,None,5,None,42999,Manualna,None,2018
None,Opel,1995,Biały,Diesel,114,True,226100,True,4,Niemcy,52999,Manualna,None,2014
None,Audi,1968,Czarny,Diesel,204,False,1,True,5,Polska,194600,Automatyczna,None,2023
None,Audi,1968,Srebrny,Diesel,204,False,1,True,5,Polska,276400,Automatyczna,None,2023
None,BMW,2993,Czarny,Diesel,285,True,300000,None,5,None,57000,Automatyczna,None,2009
None,Audi,2967,Czarny,Diesel,286,False,1,True,5,Polska,476300,Automatyczna,None,2023
None,Audi,1896,Inny kolor,Diesel,105,True,365000,None,5,None,15200,Manualna,None,2006
True,Mercedes-Benz,1950,Niebieski,Diesel,239,True,7040,None,4,None,388557,Automatyczna,None,2023
None,Volkswagen,1395,Srebrny,Benzyna,150,True,109000,None,5,None,49900,Manualna,None,2017
True,Skoda,1968,Niebieski,Diesel,150,True,167768,True,5,Polska,84900,Automatyczna,None,2020
None,Cupra,1498,Szary,Benzyna,150,False,None,True,5,Polska,160337,Automatyczna,None,2024
True,Volvo,1969,Inny kolor,Diesel,190,True,104000,True,5,Niemcy,137900,Automatyczna,None,2019
None,Skoda,1198,Niebieski,Benzyna,64,True,129730,True,5,Polska,4999,Manualna,None,2003
None,Mercedes-Benz,2143,Czarny,Diesel,136,True,146800,None,5,None,69900,Manualna,None,2016
None,Skoda,1598,Niebieski,Benzyna,105,True,167000,None,5,None,13900,Manualna,None,2008
None,Opel,1229,Srebrny,Benzyna,80,True,159671,None,5,None,10500,Manualna,None,2007
None,Audi,2995,Biały,Hybryda,381,False,1,True,5,Polska,408000,Automatyczna,None,2023
None,Audi,2967,Szary,Diesel,347,False,1,True,5,Polska,335600,Automatyczna,None,2023
None,Audi,1968,Czarny,Diesel,163,False,1,True,4,Polska,221300,Automatyczna,None,2023
True,Opel,1499,Szary,Diesel,102,True,220000,True,4,Polska,44500,Manualna,None,2019
True,Audi,2995,Szary,Benzyna,354,True,98000,None,5,Stany Zjednoczone,149900,Automatyczna,None,2018
None,Mitsubishi,999,Czerwony,Benzyna,91,False,5,True,5,Polska,88700,Manualna,None,2023
None,Ford,1997,Biały,Diesel,150,True,200000,None,5,None,21500,Manualna,None,2016
True,Audi,1984,Szary,Benzyna,190,True,42767,True,5,Polska,104900,Automatyczna,None,2018
True,BMW,1998,Czarny,Benzyna,252,False,4001,True,4,Polska,259900,Automatyczna,None,2022
None,BMW,1995,Czarny,Diesel,190,False,1,True,5,Polska,248000,Automatyczna,None,2023
True,Mazda,2191,Bordowy,Diesel,150,True,139000,True,5,Belgia,83500,Manualna,None,2017
None,Volkswagen,1984,Biały,Benzyna,280,False,5,True,5,Polska,274900,Automatyczna,None,2023
None,Volkswagen,1896,Szary,Diesel,105,True,281300,True,5,None,20450,Manualna,None,2007
None,Opel,999,Czerwony,Benzyna,75,True,50500,None,5,None,32000,Manualna,None,2017
True,Mercedes-Benz,None,Czarny,Elektryczny,360,False,5,True,5,Polska,634799,Automatyczna,None,2023
None,Dacia,1461,Biały,Diesel,107,True,91520,None,5,Francja,25500,Manualna,None,2015
True,BMW,2979,Brązowy,Benzyna,306,True,96000,None,5,None,92900,Automatyczna,None,2015
None,Citroën,1598,Srebrny,Hybryda,180,False,1,True,5,None,164900,Automatyczna,None,2023
None,Mercedes-Benz,2987,Czarny,Diesel,224,True,351000,None,5,None,23000,Automatyczna,None,2006
True,Land Rover,4367,Czarny,Diesel,340,True,113800,True,5,Polska,195000,Automatyczna,None,2015
True,Mercedes-Benz,1991,Szary,Hybryda,211,True,46000,True,5,Polska,219900,Automatyczna,None,2020
None,Opel,1364,Szary,Benzyna,140,True,160315,None,5,None,26700,Manualna,None,2011
None,Renault,1461,Srebrny,Diesel,110,True,232000,None,5,Francja,17900,Manualna,None,2011
True,BMW,2993,Czarny,Diesel,340,True,141000,True,5,Polska,349000,Automatyczna,None,2021
True,BMW,1998,Biały,Hybryda,184,False,4001,True,5,Polska,204900,Automatyczna,None,2022
True,Mercedes-Benz,1950,Szary,Diesel,195,True,125600,True,2,Polska,174900,Automatyczna,None,2018
